id,nombre,email,password,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,fecha_creacion,activo,split
39,User_39,user39@example.com,hash,3908.84,20.85,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
40,User_40,user40@example.com,hash,6630.38,6.22,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
41,User_41,user41@example.com,hash,3069.97,36.54,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
42,User_42,user42@example.com,hash,3849.22,32.11,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
43,User_43,user43@example.com,hash,2419.0,40.1,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
44,User_44,user44@example.com,hash,2892.55,52.14,ALTA,En observacion,2025-12-01T00:00:00Z,1,test
45,User_45,user45@example.com,hash,2873.37,22.97,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
46,User_46,user46@example.com,hash,4360.86,43.8,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
47,User_47,user47@example.com,hash,2078.02,27.6,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,val
48,User_48,user48@example.com,hash,2636.88,36.49,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
49,User_49,user49@example.com,hash,4560.4,35.14,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
50,User_50,user50@example.com,hash,2824.18,19.07,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
51,User_51,user51@example.com,hash,4622.0,44.31,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
52,User_52,user52@example.com,hash,2377.26,23.25,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
53,User_53,user53@example.com,hash,6079.36,29.65,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
54,User_54,user54@example.com,hash,4481.32,38.41,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
55,User_55,user55@example.com,hash,3949.6,30.13,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
56,User_56,user56@example.com,hash,5840.3,38.9,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
57,User_57,user57@example.com,hash,3276.5,54.49,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
58,User_58,user58@example.com,hash,5839.44,38.76,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
59,User_59,user59@example.com,hash,4402.65,38.39,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
60,User_60,user60@example.com,hash,1207.89,39.4,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
61,User_61,user61@example.com,hash,1102.6,37.62,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
62,User_62,user62@example.com,hash,4626.46,17.13,MEDIA,Saludable,2025-12-01T00:00:00Z,1,val
63,User_63,user63@example.com,hash,4722.66,23.73,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
64,User_64,user64@example.com,hash,4893.46,49.45,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
65,User_65,user65@example.com,hash,4470.81,21.99,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
66,User_66,user66@example.com,hash,3379.14,21.66,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
67,User_67,user67@example.com,hash,6649.52,48.18,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
68,User_68,user68@example.com,hash,4355.88,35.2,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
69,User_69,user69@example.com,hash,4132.66,13.9,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
70,User_70,user70@example.com,hash,4772.68,18.94,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
71,User_71,user71@example.com,hash,6236.79,33.14,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
72,User_72,user72@example.com,hash,6554.67,22.3,BAJA,Saludable,2025-12-01T00:00:00Z,1,train
73,User_73,user73@example.com,hash,5502.62,21.11,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
74,User_74,user74@example.com,hash,4053.59,37.6,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
75,User_75,user75@example.com,hash,4105.54,38.46,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
76,User_76,user76@example.com,hash,6983.71,35.87,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
77,User_77,user77@example.com,hash,5687.16,48.09,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
78,User_78,user78@example.com,hash,4676.27,14.33,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
79,User_79,user79@example.com,hash,5239.66,39.57,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
80,User_80,user80@example.com,hash,5975.15,42.73,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
81,User_81,user81@example.com,hash,5174.99,54.96,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
82,User_82,user82@example.com,hash,5160.61,30.27,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
83,User_83,user83@example.com,hash,3406.59,37.48,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
84,User_84,user84@example.com,hash,1606.35,69.72,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
85,User_85,user85@example.com,hash,3076.74,28.78,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
86,User_86,user86@example.com,hash,1621.97,27.92,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
87,User_87,user87@example.com,hash,2316.09,58.41,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
88,User_88,user88@example.com,hash,2775.91,24.04,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
89,User_89,user89@example.com,hash,1766.91,70.84,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
90,User_90,user90@example.com,hash,4382.81,5.0,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
91,User_91,user91@example.com,hash,5157.14,28.33,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
92,User_92,user92@example.com,hash,1991.33,42.57,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
93,User_93,user93@example.com,hash,3520.04,29.99,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
94,User_94,user94@example.com,hash,2927.65,61.48,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
95,User_95,user95@example.com,hash,4482.27,40.66,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
96,User_96,user96@example.com,hash,4274.18,12.21,MEDIA,Saludable,2025-12-01T00:00:00Z,1,val
97,User_97,user97@example.com,hash,3337.63,31.44,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
98,User_98,user98@example.com,hash,2130.35,5.0,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
99,User_99,user99@example.com,hash,2570.09,5.08,BAJA,Saludable,2025-12-01T00:00:00Z,1,train
100,User_100,user100@example.com,hash,4291.38,28.4,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
101,User_101,user101@example.com,hash,3403.22,35.88,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
102,User_102,user102@example.com,hash,5538.86,20.28,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
103,User_103,user103@example.com,hash,1929.86,31.96,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
104,User_104,user104@example.com,hash,4168.15,36.7,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
105,User_105,user105@example.com,hash,3449.9,25.77,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
106,User_106,user106@example.com,hash,4010.38,32.72,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
107,User_107,user107@example.com,hash,6480.15,27.7,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
108,User_108,user108@example.com,hash,3202.14,26.16,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
109,User_109,user109@example.com,hash,2262.05,49.28,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
110,User_110,user110@example.com,hash,5687.89,47.19,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
111,User_111,user111@example.com,hash,3058.76,43.28,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
112,User_112,user112@example.com,hash,5224.74,34.69,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
113,User_113,user113@example.com,hash,3394.19,24.96,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,val
114,User_114,user114@example.com,hash,6137.76,31.73,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
115,User_115,user115@example.com,hash,4916.08,28.88,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
116,User_116,user116@example.com,hash,5883.96,54.58,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
117,User_117,user117@example.com,hash,3206.18,31.41,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
118,User_118,user118@example.com,hash,1242.78,39.86,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
119,User_119,user119@example.com,hash,6349.47,63.68,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
120,User_120,user120@example.com,hash,3655.31,19.91,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
121,User_121,user121@example.com,hash,4537.48,46.56,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
122,User_122,user122@example.com,hash,5125.5,34.82,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
123,User_123,user123@example.com,hash,1820.41,5.0,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
124,User_124,user124@example.com,hash,5765.2,22.62,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
125,User_125,user125@example.com,hash,2408.33,44.21,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
126,User_126,user126@example.com,hash,2152.52,38.67,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
127,User_127,user127@example.com,hash,1947.29,43.39,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
128,User_128,user128@example.com,hash,2013.09,13.28,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
129,User_129,user129@example.com,hash,5260.14,25.04,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
130,User_130,user130@example.com,hash,2029.04,39.66,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
131,User_131,user131@example.com,hash,3571.79,30.47,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
132,User_132,user132@example.com,hash,3726.42,39.84,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
133,User_133,user133@example.com,hash,4891.17,42.39,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
134,User_134,user134@example.com,hash,3404.11,45.35,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
135,User_135,user135@example.com,hash,2811.18,36.04,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
136,User_136,user136@example.com,hash,7065.78,36.47,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
137,User_137,user137@example.com,hash,6592.98,69.14,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
138,User_138,user138@example.com,hash,4644.49,67.3,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
139,User_139,user139@example.com,hash,4162.28,33.34,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
140,User_140,user140@example.com,hash,4309.32,22.4,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,val
141,User_141,user141@example.com,hash,3708.84,50.49,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
142,User_142,user142@example.com,hash,1985.84,40.13,BAJA,En riesgo,2025-12-01T00:00:00Z,1,val
143,User_143,user143@example.com,hash,3166.3,43.57,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
144,User_144,user144@example.com,hash,2515.15,15.2,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
145,User_145,user145@example.com,hash,6157.29,33.9,MEDIA,Saludable,2025-12-01T00:00:00Z,1,test
146,User_146,user146@example.com,hash,5246.74,9.3,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
147,User_147,user147@example.com,hash,6602.06,39.13,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
148,User_148,user148@example.com,hash,3726.54,11.08,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
149,User_149,user149@example.com,hash,1809.87,38.89,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
150,User_150,user150@example.com,hash,7413.02,35.08,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
151,User_151,user151@example.com,hash,5011.8,30.3,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
152,User_152,user152@example.com,hash,2328.56,36.8,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
153,User_153,user153@example.com,hash,2833.75,50.91,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
154,User_154,user154@example.com,hash,3345.42,39.98,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
155,User_155,user155@example.com,hash,3914.51,36.72,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
156,User_156,user156@example.com,hash,5509.64,65.91,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
157,User_157,user157@example.com,hash,5681.85,19.69,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
158,User_158,user158@example.com,hash,1521.58,44.68,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
159,User_159,user159@example.com,hash,4683.86,28.5,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
160,User_160,user160@example.com,hash,1312.95,50.88,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
161,User_161,user161@example.com,hash,3463.77,48.29,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
162,User_162,user162@example.com,hash,3309.97,57.54,BAJA,En riesgo,2025-12-01T00:00:00Z,1,test
163,User_163,user163@example.com,hash,3478.33,49.72,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
164,User_164,user164@example.com,hash,6336.88,9.45,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
165,User_165,user165@example.com,hash,3692.75,34.91,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
166,User_166,user166@example.com,hash,3238.67,15.43,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
167,User_167,user167@example.com,hash,1971.48,18.48,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
168,User_168,user168@example.com,hash,3300.62,34.06,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
169,User_169,user169@example.com,hash,4515.13,28.3,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
170,User_170,user170@example.com,hash,1659.83,27.05,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
171,User_171,user171@example.com,hash,2589.45,13.49,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
172,User_172,user172@example.com,hash,3367.03,64.47,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
173,User_173,user173@example.com,hash,1643.3,42.72,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
174,User_174,user174@example.com,hash,2016.15,33.32,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
175,User_175,user175@example.com,hash,5221.01,23.95,MEDIA,Saludable,2025-12-01T00:00:00Z,1,test
176,User_176,user176@example.com,hash,2746.05,30.87,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
177,User_177,user177@example.com,hash,4301.44,25.6,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
178,User_178,user178@example.com,hash,4898.5,43.65,MEDIA,En observacion,2025-12-01T00:00:00Z,1,test
179,User_179,user179@example.com,hash,3882.4,20.42,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,test
180,User_180,user180@example.com,hash,3651.71,10.9,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
181,User_181,user181@example.com,hash,3006.95,32.2,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
182,User_182,user182@example.com,hash,3213.8,25.3,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
183,User_183,user183@example.com,hash,2271.9,38.27,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
184,User_184,user184@example.com,hash,4567.41,34.88,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
185,User_185,user185@example.com,hash,2053.95,70.61,BAJA,En riesgo,2025-12-01T00:00:00Z,1,train
186,User_186,user186@example.com,hash,4888.06,19.44,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
187,User_187,user187@example.com,hash,3065.72,55.94,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
188,User_188,user188@example.com,hash,4108.37,14.02,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,test
189,User_189,user189@example.com,hash,2156.92,28.13,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
190,User_190,user190@example.com,hash,2504.91,26.11,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,val
191,User_191,user191@example.com,hash,2570.97,5.0,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
192,User_192,user192@example.com,hash,6812.79,31.42,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
193,User_193,user193@example.com,hash,6595.46,38.56,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
194,User_194,user194@example.com,hash,2959.97,42.51,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
195,User_195,user195@example.com,hash,6124.24,65.65,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
196,User_196,user196@example.com,hash,3050.52,25.06,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
197,User_197,user197@example.com,hash,3219.78,39.2,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
198,User_198,user198@example.com,hash,2894.09,38.9,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
199,User_199,user199@example.com,hash,3085.02,17.91,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
200,User_200,user200@example.com,hash,3771.0,25.22,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
201,User_201,user201@example.com,hash,3267.62,25.97,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
202,User_202,user202@example.com,hash,4578.4,42.95,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
203,User_203,user203@example.com,hash,3736.79,8.45,BAJA,Saludable,2025-12-01T00:00:00Z,1,train
204,User_204,user204@example.com,hash,6125.73,40.57,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
205,User_205,user205@example.com,hash,6214.51,42.32,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
206,User_206,user206@example.com,hash,5441.12,40.06,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
207,User_207,user207@example.com,hash,2709.83,30.22,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
208,User_208,user208@example.com,hash,5270.79,39.35,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
209,User_209,user209@example.com,hash,3347.79,30.95,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
210,User_210,user210@example.com,hash,5282.99,5.0,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
211,User_211,user211@example.com,hash,3705.24,50.77,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
212,User_212,user212@example.com,hash,3849.37,39.9,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
213,User_213,user213@example.com,hash,3435.26,48.39,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
214,User_214,user214@example.com,hash,4326.61,12.82,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,test
215,User_215,user215@example.com,hash,2387.27,42.64,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,val
216,User_216,user216@example.com,hash,3964.01,37.73,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
217,User_217,user217@example.com,hash,2456.44,18.63,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
218,User_218,user218@example.com,hash,4880.41,36.07,BAJA,En observacion,2025-12-01T00:00:00Z,1,test
219,User_219,user219@example.com,hash,4976.89,29.79,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
220,User_220,user220@example.com,hash,5311.32,30.95,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
221,User_221,user221@example.com,hash,5169.23,28.59,MEDIA,Saludable,2025-12-01T00:00:00Z,1,test
222,User_222,user222@example.com,hash,4771.7,48.04,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
223,User_223,user223@example.com,hash,4636.05,10.52,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
224,User_224,user224@example.com,hash,3300.73,8.32,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
225,User_225,user225@example.com,hash,3702.86,37.71,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
226,User_226,user226@example.com,hash,4273.08,36.64,BAJA,En observacion,2025-12-01T00:00:00Z,1,val
227,User_227,user227@example.com,hash,4648.73,38.25,MEDIA,En observacion,2025-12-01T00:00:00Z,1,val
228,User_228,user228@example.com,hash,2461.15,63.23,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
229,User_229,user229@example.com,hash,3571.48,37.76,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
230,User_230,user230@example.com,hash,6087.64,20.16,MEDIA,Saludable,2025-12-01T00:00:00Z,1,train
231,User_231,user231@example.com,hash,6862.62,73.08,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
232,User_232,user232@example.com,hash,3486.63,32.63,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
233,User_233,user233@example.com,hash,5201.41,47.78,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
234,User_234,user234@example.com,hash,6034.44,15.65,BAJA,Saludable,2025-12-01T00:00:00Z,1,val
235,User_235,user235@example.com,hash,4847.65,12.46,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,train
236,User_236,user236@example.com,hash,3669.25,31.31,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
237,User_237,user237@example.com,hash,3833.43,47.07,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
238,User_238,user238@example.com,hash,3360.41,62.73,ALTA,En observacion,2025-12-01T00:00:00Z,1,train
239,User_239,user239@example.com,hash,1286.7,19.74,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,test
240,User_240,user240@example.com,hash,6478.57,30.97,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
241,User_241,user241@example.com,hash,2042.57,35.01,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
242,User_242,user242@example.com,hash,4207.03,35.21,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
243,User_243,user243@example.com,hash,2748.64,33.28,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
244,User_244,user244@example.com,hash,2657.29,34.51,BAJA,En observacion,2025-12-01T00:00:00Z,1,train
245,User_245,user245@example.com,hash,4085.0,55.83,MEDIA,En observacion,2025-12-01T00:00:00Z,1,train
246,User_246,user246@example.com,hash,3628.62,53.69,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
247,User_247,user247@example.com,hash,2475.8,39.35,ALTA,Saludable,2025-12-01T00:00:00Z,1,val
248,User_248,user248@example.com,hash,6298.29,13.89,ALTA,Saludable,2025-12-01T00:00:00Z,1,test
249,User_249,user249@example.com,hash,4411.18,29.57,NINGUNA,En observacion,2025-12-01T00:00:00Z,1,test
250,User_250,user250@example.com,hash,2480.71,49.04,NINGUNA,En riesgo,2025-12-01T00:00:00Z,1,train
251,User_251,user251@example.com,hash,1500.12,24.43,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
252,User_252,user252@example.com,hash,4534.65,27.13,ALTA,Saludable,2025-12-01T00:00:00Z,1,train
