id,nombre,email,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,score_riesgo_oculto,split
55,User_55,user55@example.com,3949.6,30.13,MEDIA,En observacion,0.3412366641452247,val
56,User_56,user56@example.com,5840.3,38.9,MEDIA,En observacion,0.39463551858886553,train
57,User_57,user57@example.com,3276.5,54.49,ALTA,Saludable,0.2904133171975224,train
58,User_58,user58@example.com,5839.44,38.76,NINGUNA,En riesgo,0.6322529104748489,test
59,User_59,user59@example.com,4402.65,38.39,MEDIA,En observacion,0.42257538412883194,test
60,User_60,user60@example.com,1207.89,39.4,BAJA,En observacion,0.5289344915986816,train
61,User_61,user61@example.com,1102.6,37.62,NINGUNA,En riesgo,0.6377735053820381,test
62,User_62,user62@example.com,4626.46,17.13,MEDIA,Saludable,0.3131665554316915,val
63,User_63,user63@example.com,4722.66,23.73,BAJA,En observacion,0.37171372234397354,train
64,User_64,user64@example.com,4893.46,49.45,BAJA,En observacion,0.5614116713468249,train
65,User_65,user65@example.com,4470.81,21.99,NINGUNA,En observacion,0.5724204051214155,train
66,User_66,user66@example.com,3379.14,21.66,ALTA,Saludable,0.14332061075172808,train
67,User_67,user67@example.com,6649.52,48.18,MEDIA,En observacion,0.37015177459030946,test
68,User_68,user68@example.com,4355.88,35.2,MEDIA,En observacion,0.43940395385786585,train
69,User_69,user69@example.com,4132.66,13.9,BAJA,En observacion,0.3933361421952596,test
70,User_70,user70@example.com,4772.68,18.94,NINGUNA,En observacion,0.5698658707621592,train
71,User_71,user71@example.com,6236.79,33.14,ALTA,Saludable,0.21920722839738693,val
72,User_72,user72@example.com,6554.67,22.3,BAJA,Saludable,0.3117075762657068,train
73,User_73,user73@example.com,5502.62,21.11,ALTA,Saludable,0.11617260911821889,test
74,User_74,user74@example.com,4053.59,37.6,BAJA,En observacion,0.5224610564864419,train
75,User_75,user75@example.com,4105.54,38.46,ALTA,Saludable,0.20564428043048197,test
76,User_76,user76@example.com,6983.71,35.87,BAJA,En observacion,0.3833219226084688,val
77,User_77,user77@example.com,5687.16,48.09,ALTA,Saludable,0.31308067720488697,test
78,User_78,user78@example.com,4676.27,14.33,MEDIA,Saludable,0.2199136855042438,train
79,User_79,user79@example.com,5239.66,39.57,ALTA,Saludable,0.24268174954900534,train
80,User_80,user80@example.com,5975.15,42.73,BAJA,En riesgo,0.682887512032736,train
81,User_81,user81@example.com,5174.99,54.96,NINGUNA,En riesgo,0.7496990680252056,train
82,User_82,user82@example.com,5160.61,30.27,BAJA,En observacion,0.4874020235246634,train
83,User_83,user83@example.com,3406.59,37.48,NINGUNA,En riesgo,0.6119899916085316,train
84,User_84,user84@example.com,1606.35,69.72,NINGUNA,En riesgo,0.7402576778704126,train
85,User_85,user85@example.com,3076.74,28.78,NINGUNA,En riesgo,0.6258310606270409,test
86,User_86,user86@example.com,1621.97,27.92,NINGUNA,En riesgo,0.6996755923483683,train
87,User_87,user87@example.com,2316.09,58.41,MEDIA,En observacion,0.5158458625035541,train
88,User_88,user88@example.com,2775.91,24.04,BAJA,En observacion,0.47695461697909874,train
89,User_89,user89@example.com,1766.91,70.84,ALTA,En observacion,0.5278211254160267,train
90,User_90,user90@example.com,4382.81,5.0,ALTA,Saludable,0.09964502823847138,val
91,User_91,user91@example.com,5157.14,28.33,BAJA,En observacion,0.35733200704547347,train
92,User_92,user92@example.com,1991.33,42.57,ALTA,En observacion,0.3475153222085061,train
93,User_93,user93@example.com,3520.04,29.99,ALTA,Saludable,0.20306190467447083,train
94,User_94,user94@example.com,2927.65,61.48,NINGUNA,En riesgo,0.7920156480480479,train
95,User_95,user95@example.com,4482.27,40.66,NINGUNA,En riesgo,0.7314949868239744,train
96,User_96,user96@example.com,4274.18,12.21,MEDIA,Saludable,0.24059242135668737,val
97,User_97,user97@example.com,3337.63,31.44,NINGUNA,En riesgo,0.7224997215236153,train
98,User_98,user98@example.com,2130.35,5.0,BAJA,En observacion,0.3413365554332855,train
99,User_99,user99@example.com,2570.09,5.08,BAJA,Saludable,0.31966117042032804,train
100,User_100,user100@example.com,4291.38,28.4,MEDIA,En observacion,0.3438736538643045,train
101,User_101,user101@example.com,3403.22,35.88,NINGUNA,En riesgo,0.7650494714225162,train
102,User_102,user102@example.com,5538.86,20.28,NINGUNA,En observacion,0.5605115487131636,train
103,User_103,user103@example.com,1929.86,31.96,NINGUNA,En riesgo,0.660679955355858,test
104,User_104,user104@example.com,4168.15,36.7,BAJA,En observacion,0.5301037212260524,train
105,User_105,user105@example.com,3449.9,25.77,ALTA,Saludable,0.3068452570808126,train
106,User_106,user106@example.com,4010.38,32.72,ALTA,Saludable,0.2514612353242288,test
107,User_107,user107@example.com,6480.15,27.7,BAJA,En observacion,0.423527100564286,train
108,User_108,user108@example.com,3202.14,26.16,ALTA,Saludable,0.25015997985105126,train
109,User_109,user109@example.com,2262.05,49.28,ALTA,En observacion,0.40197407487311854,train
110,User_110,user110@example.com,5687.89,47.19,ALTA,Saludable,0.28718850459618056,train
111,User_111,user111@example.com,3058.76,43.28,MEDIA,En observacion,0.3919018521036258,train
112,User_112,user112@example.com,5224.74,34.69,NINGUNA,En riesgo,0.6140074941654392,train
113,User_113,user113@example.com,3394.19,24.96,NINGUNA,En riesgo,0.6567758033873388,val
114,User_114,user114@example.com,6137.76,31.73,NINGUNA,En riesgo,0.6326408425993596,train
115,User_115,user115@example.com,4916.08,28.88,ALTA,Saludable,0.2008646527986233,train
116,User_116,user116@example.com,5883.96,54.58,BAJA,En observacion,0.5463359420816379,train
117,User_117,user117@example.com,3206.18,31.41,NINGUNA,En riesgo,0.6739278605533927,test
118,User_118,user118@example.com,1242.78,39.86,NINGUNA,En riesgo,0.6995607222816158,train
119,User_119,user119@example.com,6349.47,63.68,BAJA,En riesgo,0.6307687916273459,train
120,User_120,user120@example.com,3655.31,19.91,BAJA,En observacion,0.3703485068606134,train
121,User_121,user121@example.com,4537.48,46.56,NINGUNA,En riesgo,0.7077950551734896,train
122,User_122,user122@example.com,5125.5,34.82,ALTA,Saludable,0.16572415642570842,train
123,User_123,user123@example.com,1820.41,5.0,MEDIA,En observacion,0.3668888883283359,test
124,User_124,user124@example.com,5765.2,22.62,BAJA,En observacion,0.38762320791735033,train
125,User_125,user125@example.com,2408.33,44.21,MEDIA,En observacion,0.5116828519049994,train
126,User_126,user126@example.com,2152.52,38.67,ALTA,Saludable,0.25830809123144355,train
127,User_127,user127@example.com,1947.29,43.39,MEDIA,En observacion,0.49237039207152394,train
128,User_128,user128@example.com,2013.09,13.28,NINGUNA,En observacion,0.5016413737811722,train
129,User_129,user129@example.com,5260.14,25.04,NINGUNA,En riesgo,0.6320579433124086,train
130,User_130,user130@example.com,2029.04,39.66,BAJA,En riesgo,0.6241933108474776,train
131,User_131,user131@example.com,3571.79,30.47,BAJA,En observacion,0.4799157960504852,test
132,User_132,user132@example.com,3726.42,39.84,NINGUNA,En riesgo,0.6180480778223838,test
133,User_133,user133@example.com,4891.17,42.39,MEDIA,En observacion,0.39348921280658716,train
134,User_134,user134@example.com,3404.11,45.35,ALTA,Saludable,0.2701869139057082,val
135,User_135,user135@example.com,2811.18,36.04,MEDIA,En observacion,0.4486455903179232,train
136,User_136,user136@example.com,7065.78,36.47,NINGUNA,En observacion,0.5429811358072266,train
137,User_137,user137@example.com,6592.98,69.14,MEDIA,En observacion,0.4978229592524965,test
138,User_138,user138@example.com,4644.49,67.3,NINGUNA,En riesgo,0.7273984343555975,test
139,User_139,user139@example.com,4162.28,33.34,BAJA,En observacion,0.5308027063240551,train
140,User_140,user140@example.com,4309.32,22.4,NINGUNA,En observacion,0.5400306177277989,val
141,User_141,user141@example.com,3708.84,50.49,BAJA,En observacion,0.4771576837501992,train
142,User_142,user142@example.com,1985.84,40.13,BAJA,En riesgo,0.6471590419607943,val
143,User_143,user143@example.com,3166.3,43.57,BAJA,En observacion,0.5952230660006606,train
144,User_144,user144@example.com,2515.15,15.2,MEDIA,En observacion,0.40281387579271766,train
145,User_145,user145@example.com,6157.29,33.9,MEDIA,Saludable,0.3129897530506395,test
146,User_146,user146@example.com,5246.74,9.3,NINGUNA,En observacion,0.5611672437082706,train
147,User_147,user147@example.com,6602.06,39.13,ALTA,Saludable,0.21623252674853305,val
148,User_148,user148@example.com,3726.54,11.08,NINGUNA,En observacion,0.5000186238523114,train
149,User_149,user149@example.com,1809.87,38.89,BAJA,En observacion,0.5661873520165821,train
150,User_150,user150@example.com,7413.02,35.08,MEDIA,Saludable,0.3112149046882371,train
151,User_151,user151@example.com,5011.8,30.3,ALTA,Saludable,0.11242257637312586,train
152,User_152,user152@example.com,2328.56,36.8,ALTA,Saludable,0.29766144170293746,train
153,User_153,user153@example.com,2833.75,50.91,NINGUNA,En riesgo,0.8030307373459091,train
154,User_154,user154@example.com,3345.42,39.98,BAJA,En observacion,0.4897590481721723,train
155,User_155,user155@example.com,3914.51,36.72,MEDIA,En observacion,0.45940608023664853,train
156,User_156,user156@example.com,5509.64,65.91,BAJA,En riesgo,0.6910562921221602,train
157,User_157,user157@example.com,5681.85,19.69,NINGUNA,En observacion,0.5186155906035526,train
158,User_158,user158@example.com,1521.58,44.68,NINGUNA,En riesgo,0.7909619528766175,test
159,User_159,user159@example.com,4683.86,28.5,BAJA,En observacion,0.43331219306878005,train
160,User_160,user160@example.com,1312.95,50.88,NINGUNA,En riesgo,0.6664052131788443,train
161,User_161,user161@example.com,3463.77,48.29,ALTA,Saludable,0.2955054214479073,test
162,User_162,user162@example.com,3309.97,57.54,BAJA,En riesgo,0.6105728015209888,test
163,User_163,user163@example.com,3478.33,49.72,BAJA,En observacion,0.5850563403531966,test
164,User_164,user164@example.com,6336.88,9.45,BAJA,En observacion,0.33093111505516903,test
165,User_165,user165@example.com,3692.75,34.91,NINGUNA,En riesgo,0.6580119038542789,train
166,User_166,user166@example.com,3238.67,15.43,MEDIA,En observacion,0.3321935649415019,val
167,User_167,user167@example.com,1971.48,18.48,ALTA,Saludable,0.2205784137461647,val
168,User_168,user168@example.com,3300.62,34.06,BAJA,En observacion,0.549140491025062,train
169,User_169,user169@example.com,4515.13,28.3,NINGUNA,En observacion,0.5689077451015698,train
170,User_170,user170@example.com,1659.83,27.05,NINGUNA,En riesgo,0.6009595458868828,test
171,User_171,user171@example.com,2589.45,13.49,BAJA,En observacion,0.4125761713043354,train
172,User_172,user172@example.com,3367.03,64.47,ALTA,En observacion,0.37874636509858634,train
173,User_173,user173@example.com,1643.3,42.72,BAJA,En riesgo,0.6316598786287912,train
174,User_174,user174@example.com,2016.15,33.32,BAJA,En observacion,0.5110887075233388,train
175,User_175,user175@example.com,5221.01,23.95,MEDIA,Saludable,0.32885628257749266,test
176,User_176,user176@example.com,2746.05,30.87,MEDIA,Saludable,0.26233050426322074,train
177,User_177,user177@example.com,4301.44,25.6,ALTA,Saludable,0.07494149718790108,train
178,User_178,user178@example.com,4898.5,43.65,MEDIA,En observacion,0.41014063272717677,test
179,User_179,user179@example.com,3882.4,20.42,NINGUNA,En observacion,0.573069122590877,test
180,User_180,user180@example.com,3651.71,10.9,MEDIA,Saludable,0.2807536192933611,train
181,User_181,user181@example.com,3006.95,32.2,MEDIA,En observacion,0.3761301436313231,train
182,User_182,user182@example.com,3213.8,25.3,ALTA,Saludable,0.14951384981928026,train
183,User_183,user183@example.com,2271.9,38.27,MEDIA,En observacion,0.465145081118554,train
184,User_184,user184@example.com,4567.41,34.88,NINGUNA,En riesgo,0.6953182694445013,train
185,User_185,user185@example.com,2053.95,70.61,BAJA,En riesgo,0.7399600721343649,train
186,User_186,user186@example.com,4888.06,19.44,ALTA,Saludable,0.13631194109581962,train
187,User_187,user187@example.com,3065.72,55.94,BAJA,En observacion,0.5387652854994051,train
188,User_188,user188@example.com,4108.37,14.02,NINGUNA,En observacion,0.5642065243345286,test
189,User_189,user189@example.com,2156.92,28.13,MEDIA,En observacion,0.34484310348728,train
190,User_190,user190@example.com,2504.91,26.11,NINGUNA,En observacion,0.5773283990160092,val
191,User_191,user191@example.com,2570.97,5.0,MEDIA,Saludable,0.2985264225777584,train
192,User_192,user192@example.com,6812.79,31.42,ALTA,Saludable,0.11827200439792013,train
193,User_193,user193@example.com,6595.46,38.56,MEDIA,En observacion,0.35353399515693146,train
194,User_194,user194@example.com,2959.97,42.51,BAJA,En observacion,0.4969178002600724,train
195,User_195,user195@example.com,6124.24,65.65,ALTA,En observacion,0.4115761077718656,train
196,User_196,user196@example.com,3050.52,25.06,BAJA,En observacion,0.49410268342965796,train
197,User_197,user197@example.com,3219.78,39.2,MEDIA,Saludable,0.2689813827770149,train
198,User_198,user198@example.com,2894.09,38.9,NINGUNA,En riesgo,0.6255699812447796,train
199,User_199,user199@example.com,3085.02,17.91,BAJA,En observacion,0.44613800828516303,train
200,User_200,user200@example.com,3771.0,25.22,MEDIA,En observacion,0.3351536835658207,train
201,User_201,user201@example.com,3267.62,25.97,ALTA,Saludable,0.243609679731768,train
202,User_202,user202@example.com,4578.4,42.95,ALTA,Saludable,0.32950843103289507,val
203,User_203,user203@example.com,3736.79,8.45,BAJA,Saludable,0.3263287340482852,train
204,User_204,user204@example.com,6125.73,40.57,MEDIA,Saludable,0.327508303164209,train
205,User_205,user205@example.com,6214.51,42.32,MEDIA,En observacion,0.4429246422537601,train
206,User_206,user206@example.com,5441.12,40.06,BAJA,En observacion,0.46765515169387667,train
207,User_207,user207@example.com,2709.83,30.22,BAJA,En observacion,0.4792278364466828,val
208,User_208,user208@example.com,5270.79,39.35,BAJA,En observacion,0.5920177274322719,train
209,User_209,user209@example.com,3347.79,30.95,BAJA,En observacion,0.5338847843830705,test
210,User_210,user210@example.com,5282.99,5.0,NINGUNA,En observacion,0.4230396219541298,train
211,User_211,user211@example.com,3705.24,50.77,BAJA,En observacion,0.5268145018877265,val
212,User_212,user212@example.com,3849.37,39.9,ALTA,Saludable,0.24641928605955676,train
213,User_213,user213@example.com,3435.26,48.39,BAJA,En observacion,0.5681248972944697,train
214,User_214,user214@example.com,4326.61,12.82,NINGUNA,En observacion,0.5837537646603465,test
215,User_215,user215@example.com,2387.27,42.64,NINGUNA,En riesgo,0.7594850402615861,val
216,User_216,user216@example.com,3964.01,37.73,BAJA,En observacion,0.5178708418150167,train
217,User_217,user217@example.com,2456.44,18.63,ALTA,Saludable,0.14692667803695528,train
218,User_218,user218@example.com,4880.41,36.07,BAJA,En observacion,0.45692444016174416,test
219,User_219,user219@example.com,4976.89,29.79,NINGUNA,En riesgo,0.6321952467292635,train
220,User_220,user220@example.com,5311.32,30.95,ALTA,Saludable,0.14074956421088464,train
221,User_221,user221@example.com,5169.23,28.59,MEDIA,Saludable,0.29409964883264966,test
222,User_222,user222@example.com,4771.7,48.04,ALTA,En observacion,0.34449251794024754,train
223,User_223,user223@example.com,4636.05,10.52,ALTA,Saludable,0.12446227854590995,val
224,User_224,user224@example.com,3300.73,8.32,ALTA,Saludable,0.20035352807445916,test
225,User_225,user225@example.com,3702.86,37.71,ALTA,En observacion,0.3824449541699275,train
226,User_226,user226@example.com,4273.08,36.64,BAJA,En observacion,0.5310480811949346,val
227,User_227,user227@example.com,4648.73,38.25,MEDIA,En observacion,0.39706714576567365,val
228,User_228,user228@example.com,2461.15,63.23,ALTA,En observacion,0.45565943980774887,train
229,User_229,user229@example.com,3571.48,37.76,MEDIA,En observacion,0.3979595221289849,train
230,User_230,user230@example.com,6087.64,20.16,MEDIA,Saludable,0.26028740399501754,train
231,User_231,user231@example.com,6862.62,73.08,MEDIA,En observacion,0.5163835083553896,train
232,User_232,user232@example.com,3486.63,32.63,NINGUNA,En riesgo,0.610116634002629,train
233,User_233,user233@example.com,5201.41,47.78,BAJA,En observacion,0.41144669380109355,train
234,User_234,user234@example.com,6034.44,15.65,BAJA,Saludable,0.3025253113968192,val
235,User_235,user235@example.com,4847.65,12.46,NINGUNA,En observacion,0.502139804255409,train
236,User_236,user236@example.com,3669.25,31.31,MEDIA,En observacion,0.3484603840126165,train
237,User_237,user237@example.com,3833.43,47.07,ALTA,Saludable,0.28207749283177747,train
238,User_238,user238@example.com,3360.41,62.73,ALTA,En observacion,0.4256055639773879,train
239,User_239,user239@example.com,1286.7,19.74,NINGUNA,En riesgo,0.6405378404324061,test
240,User_240,user240@example.com,6478.57,30.97,ALTA,Saludable,0.11256551706291647,train
241,User_241,user241@example.com,2042.57,35.01,MEDIA,En observacion,0.41715961154766834,train
242,User_242,user242@example.com,4207.03,35.21,ALTA,Saludable,0.2283569331444998,test
243,User_243,user243@example.com,2748.64,33.28,ALTA,Saludable,0.25597483117977593,train
244,User_244,user244@example.com,2657.29,34.51,BAJA,En observacion,0.4882995739433117,train
245,User_245,user245@example.com,4085.0,55.83,MEDIA,En observacion,0.33167368214753135,train
246,User_246,user246@example.com,3628.62,53.69,NINGUNA,En riesgo,0.6198988633795924,train
247,User_247,user247@example.com,2475.8,39.35,ALTA,Saludable,0.2679126865813818,val
248,User_248,user248@example.com,6298.29,13.89,ALTA,Saludable,0.055521228120456234,test
249,User_249,user249@example.com,4411.18,29.57,NINGUNA,En observacion,0.5968758838543495,test
250,User_250,user250@example.com,2480.71,49.04,NINGUNA,En riesgo,0.787744442249708,train
251,User_251,user251@example.com,1500.12,24.43,ALTA,Saludable,0.1953919925026057,train
252,User_252,user252@example.com,4534.65,27.13,ALTA,Saludable,0.2115290405613959,train
253,User_253,user253@example.com,4449.36,29.74,MEDIA,Saludable,0.3289436974223204,train
254,User_254,user254@example.com,2897.38,45.66,BAJA,En observacion,0.583357290574302,train
255,User_255,user255@example.com,5366.9,59.7,MEDIA,En observacion,0.4076661567846869,val
256,User_256,user256@example.com,2725.66,43.9,ALTA,Saludable,0.2809665530343005,train
257,User_257,user257@example.com,1284.98,9.95,ALTA,Saludable,0.25891597171313596,train
258,User_258,user258@example.com,5804.01,27.16,NINGUNA,En riesgo,0.6158452737918445,train
259,User_259,user259@example.com,2966.33,54.74,NINGUNA,En riesgo,0.6530559601530893,test
260,User_260,user260@example.com,3002.11,15.79,MEDIA,En observacion,0.3925051465992182,train
261,User_261,user261@example.com,4035.16,8.7,NINGUNA,En observacion,0.48624463825205466,val
262,User_262,user262@example.com,6324.65,26.83,NINGUNA,En observacion,0.5721046182176036,val
263,User_263,user263@example.com,5622.49,49.58,BAJA,En observacion,0.5261403999681714,train
264,User_264,user264@example.com,5184.0,29.55,NINGUNA,En observacion,0.5829277188139466,train
265,User_265,user265@example.com,3004.63,67.33,BAJA,En riesgo,0.6902610517206887,train
266,User_266,user266@example.com,2959.9,37.56,NINGUNA,En riesgo,0.654322708182366,train
267,User_267,user267@example.com,6853.45,15.67,BAJA,En observacion,0.3570536836127026,train
268,User_268,user268@example.com,3019.47,37.94,MEDIA,En observacion,0.35519629861924834,val
269,User_269,user269@example.com,3026.58,65.08,BAJA,En riesgo,0.6819912039896523,train
270,User_270,user270@example.com,5363.9,38.84,NINGUNA,En riesgo,0.6733414241972757,val
271,User_271,user271@example.com,4227.97,19.94,BAJA,En observacion,0.4459703819791162,test
272,User_272,user272@example.com,5985.48,7.39,NINGUNA,En observacion,0.40704840166321493,train
273,User_273,user273@example.com,3909.32,29.78,MEDIA,En observacion,0.3606381681448146,train
274,User_274,user274@example.com,4238.78,25.83,ALTA,Saludable,0.1164248201575889,train
275,User_275,user275@example.com,3085.27,55.12,BAJA,En observacion,0.5560022980567867,train
276,User_276,user276@example.com,3118.39,20.76,BAJA,En observacion,0.5765692907418696,train
277,User_277,user277@example.com,4497.73,36.43,MEDIA,En observacion,0.3785544023274482,test
278,User_278,user278@example.com,2771.87,26.37,NINGUNA,En riesgo,0.6227929282322681,val
279,User_279,user279@example.com,3826.12,9.66,NINGUNA,En observacion,0.5710863600064355,train
280,User_280,user280@example.com,5022.19,34.48,ALTA,Saludable,0.2995339692817755,train
281,User_281,user281@example.com,4610.22,11.63,NINGUNA,En observacion,0.4958743069908342,train
282,User_282,user282@example.com,5298.17,44.49,MEDIA,En observacion,0.4394920349813365,train
283,User_283,user283@example.com,3018.81,8.56,ALTA,Saludable,0.1891240726308209,val
284,User_284,user284@example.com,2087.14,33.88,NINGUNA,En riesgo,0.694359729877534,train
285,User_285,user285@example.com,2630.04,50.97,MEDIA,En observacion,0.47603203344435346,train
286,User_286,user286@example.com,4821.12,43.4,ALTA,Saludable,0.3089430362777311,val
287,User_287,user287@example.com,4628.24,28.19,ALTA,Saludable,0.22172258168967326,train
288,User_288,user288@example.com,3800.89,41.44,MEDIA,En observacion,0.4155976968581555,train
289,User_289,user289@example.com,2607.38,47.28,ALTA,Saludable,0.3205640077123,train
290,User_290,user290@example.com,1583.63,18.78,MEDIA,En observacion,0.39747458016664516,train
291,User_291,user291@example.com,6076.56,51.94,BAJA,En observacion,0.5257737113145503,val
292,User_292,user292@example.com,5458.9,49.07,NINGUNA,En riesgo,0.6426583885891314,train
293,User_293,user293@example.com,1618.21,13.92,ALTA,Saludable,0.20735022967586725,train
294,User_294,user294@example.com,2276.84,38.33,ALTA,Saludable,0.25585681891682616,train
295,User_295,user295@example.com,3279.58,31.08,ALTA,Saludable,0.23511711104098443,train
296,User_296,user296@example.com,3188.22,56.7,ALTA,En observacion,0.3551986138255788,test
297,User_297,user297@example.com,3201.3,48.02,BAJA,En observacion,0.5802172352697609,train
298,User_298,user298@example.com,4291.44,36.23,MEDIA,En observacion,0.42584451875326745,val
299,User_299,user299@example.com,6222.12,53.35,MEDIA,En observacion,0.37923866049349375,train
300,User_300,user300@example.com,3496.47,69.48,MEDIA,En observacion,0.518959259478017,train
301,User_301,user301@example.com,5660.04,9.77,BAJA,Saludable,0.2599093000002926,train
302,User_302,user302@example.com,4848.06,28.7,ALTA,Saludable,0.17415964455697464,train
303,User_303,user303@example.com,3332.81,19.91,BAJA,En observacion,0.38455921460859066,train
304,User_304,user304@example.com,2855.72,34.48,ALTA,Saludable,0.26332598662682605,train
305,User_305,user305@example.com,3436.75,18.94,NINGUNA,En riesgo,0.6049220993228575,train
306,User_306,user306@example.com,6341.97,49.76,BAJA,En observacion,0.5043086202887245,train
307,User_307,user307@example.com,6282.96,69.65,BAJA,En observacion,0.5724246543226668,train
308,User_308,user308@example.com,2538.29,37.5,MEDIA,En observacion,0.4357796257004074,train
309,User_309,user309@example.com,4257.68,11.45,MEDIA,Saludable,0.2653916482036784,train
310,User_310,user310@example.com,2587.01,25.65,MEDIA,Saludable,0.32914470654198724,train
311,User_311,user311@example.com,5069.54,27.56,ALTA,Saludable,0.17056038021873532,train
312,User_312,user312@example.com,6590.03,56.31,MEDIA,En observacion,0.3912946228125262,train
313,User_313,user313@example.com,4645.77,40.15,BAJA,En observacion,0.4847391799488867,train
314,User_314,user314@example.com,2814.98,38.04,BAJA,En observacion,0.4526119192501384,train
315,User_315,user315@example.com,4197.09,22.4,ALTA,Saludable,0.18033945387185701,train
316,User_316,user316@example.com,5687.81,25.81,MEDIA,Saludable,0.2801134845032007,test
